mydate,cday,dday,ma
2021-12-05,198,1,253.57142857142858
2021-12-06,132,0,252.42857142857142
2021-12-07,298,3,267.85714285714283
2021-12-08,352,1,274.14285714285717
2021-12-09,254,2,269.57142857142856
2021-12-10,524,2,298.0
2021-12-11,595,5,336.14285714285717
2021-12-12,348,0,357.57142857142856
2021-12-13,207,0,368.2857142857143
2021-12-14,290,5,367.14285714285717
2021-12-15,321,3,362.7142857142857
2021-12-16,348,2,376.14285714285717
2021-12-17,376,2,355.0
2021-12-18,455,3,335.0
2021-12-19,285,2,326.0
2021-12-20,197,0,324.57142857142856
2021-12-21,362,4,334.85714285714283
2021-12-22,400,3,346.14285714285717
2021-12-23,482,2,365.2857142857143
2021-12-24,481,2,380.2857142857143
2021-12-25,681,0,412.57142857142856
2021-12-26,341,0,420.57142857142856
2021-12-27,259,1,429.42857142857144
2021-12-28,932,4,510.85714285714283
2021-12-29,716,9,556.0
2021-12-30,839,6,607.0
2021-12-31,1106,1,696.2857142857143
2022-01-01,859,1,721.7142857142857
2022-01-02,1088,0,828.4285714285714
2022-01-03,970,2,930.0
2022-01-04,913,8,927.2857142857143
2022-01-05,976,2,964.4285714285714
2022-01-06,1614,8,1075.142857142857
2022-01-07,2329,1,1249.857142857143
2022-01-08,1298,7,1312.5714285714287
2022-01-09,1154,1,1322.0
2022-01-10,1562,0,1406.5714285714287
2022-01-11,1005,11,1419.7142857142858
2022-01-12,1486,5,1492.5714285714287
2022-01-13,927,6,1394.4285714285713
2022-01-14,1039,8,1210.142857142857
2022-01-15,833,9,1143.7142857142858
2022-01-16,1576,0,1204.0
2022-01-17,473,0,1048.4285714285713
2022-01-18,439,1,967.5714285714286
2022-01-19,633,5,845.7142857142857
2022-01-20,616,20,801.2857142857143
2022-01-21,870,19,777.1428571428571
2022-01-22,538,5,735.0
2022-01-23,457,4,575.1428571428571
2022-01-24,272,2,546.4285714285714
2022-01-25,357,8,534.7142857142857
2022-01-26,501,8,515.8571428571429
2022-01-27,638,17,519.0
2022-01-28,440,10,457.57142857142856
2022-01-29,316,11,425.85714285714283
2022-01-30,213,1,391.0
2022-01-31,155,0,374.2857142857143
2022-02-01,148,9,344.42857142857144
2022-02-02,321,9,318.7142857142857
2022-02-03,253,5,263.7142857142857
2022-02-04,223,6,232.71428571428572
2022-02-05,468,4,254.42857142857142
2022-02-06,95,0,237.57142857142858
2022-02-07,650,0,308.2857142857143
2022-02-08,-710,6,185.71428571428572
2022-02-09,187,5,166.57142857142858
2022-02-10,119,7,147.42857142857142
2022-02-11,140,5,135.57142857142858
2022-02-12,164,0,92.14285714285714
2022-02-13,59,0,87.0
2022-02-14,57,3,2.2857142857142856
2022-02-15,96,10,117.42857142857143
2022-02-16,79,3,102.0
2022-02-17,118,1,101.85714285714286
2022-02-18,146,4,102.71428571428571
2022-02-19,210,0,109.28571428571429
2022-02-20,55,4,108.71428571428571
2022-02-21,0,0,100.57142857142857
2022-02-22,104,0,101.71428571428571
2022-02-23,48,8,97.28571428571429
2022-02-24,102,2,95.0
2022-02-25,58,3,82.42857142857143
2022-02-26,70,2,62.42857142857143
2022-02-27,35,0,59.57142857142857
2022-02-28,21,0,62.57142857142857
2022-03-01,30,7,52.0
2022-03-02,29,5,49.285714285714285
2022-03-03,35,3,39.714285714285715
